"","Day","Daily.Avg..Relative.Humidity....","Daily.Avg..Wind.Speed..km.h."
"4131","2012-04-23 00:00",94.3333333333333,18.7916666666667
"4132","2012-04-24 00:00",89,25.5
"4133","2012-04-25 00:00",83,6.875
"4134","2012-04-26 00:00",73.4166666666667,11.0416666666667
"4135","2012-04-27 00:00",88.7916666666667,18.75
"4136","2012-04-28 00:00",66.2916666666667,24.25
"4137","2012-04-29 00:00",52.2083333333333,12.6666666666667
"4138","2012-04-30 00:00",70.0833333333333,8.79166666666667
"4139","2012-05-01 00:00",73.9166666666667,7.29166666666667
"4140","2012-05-02 00:00",78.1666666666667,7.04166666666667
"4141","2012-05-03 00:00",70.0416666666667,9.54166666666667
"4142","2012-05-04 00:00",80.8333333333333,9.04166666666667
"4143","2012-05-05 00:00",78.7083333333333,7.83333333333333
"4144","2012-05-06 00:00",81.8333333333333,17.3333333333333
"4145","2012-05-07 00:00",84.125,10.5
"4146","2012-05-08 00:00",73.3333333333333,11.375
"4147","2012-05-09 00:00",94.75,15.5833333333333
"4148","2012-05-10 00:00",89.2083333333333,20.125
"4149","2012-05-11 00:00",74.9583333333333,14.25
"4150","2012-05-12 00:00",79.5833333333333,8.83333333333333
"4151","2012-05-13 00:00",76.25,6.5
"4152","2012-05-14 00:00",74.6666666666667,7.75
"4153","2012-05-15 00:00",83.5833333333333,10.4583333333333
"4154","2012-05-16 00:00",83.625,16.25
"4155","2012-05-17 00:00",81.8333333333333,13.25
"4156","2012-05-18 00:00",56,14.5416666666667
"4157","2012-05-19 00:00",57.4166666666667,9.375
"4158","2012-05-20 00:00",54.2083333333333,6.29166666666667
"4159","2012-05-21 00:00",51.0833333333333,15.2083333333333
"4160","2012-05-22 00:00",81.5,13.1666666666667
"4161","2012-05-23 00:00",91.8333333333333,9.75
"4162","2012-05-24 00:00",67.5416666666667,9.08333333333333
"4163","2012-05-25 00:00",64.5833333333333,14.5833333333333
"4164","2012-05-26 00:00",77.125,13.625
"4165","2012-05-27 00:00",65.875,8.08333333333333
"4166","2012-05-28 00:00",72.4166666666667,8.375
"4167","2012-05-29 00:00",72.9166666666667,12.5
"4168","2012-05-30 00:00",93.875,14.5416666666667
"4169","2012-05-31 00:00",91.75,5.08333333333333
"4170","2012-06-01 00:00",86.3333333333333,9.04166666666667
"4171","2012-06-02 00:00",78.2083333333333,8.29166666666667
"4172","2012-06-03 00:00",75.3333333333333,14.1666666666667
"4173","2012-06-04 00:00",82.5416666666667,18
"4174","2012-06-05 00:00",90.7083333333333,16.3333333333333
"4175","2012-06-06 00:00",93.875,17.3333333333333
"4176","2012-06-07 00:00",77.7083333333333,9.375
"4177","2012-06-08 00:00",67.2916666666667,8.83333333333333
"4178","2012-06-09 00:00",88.2083333333333,12.6666666666667
"4179","2012-06-10 00:00",88.75,10.25
"4180","2012-06-11 00:00",75.7083333333333,7.79166666666667
"4181","2012-06-12 00:00",69.2083333333333,11.5
"4182","2012-06-13 00:00",68.4583333333333,10.9166666666667
"4183","2012-06-14 00:00",91.3333333333333,10.3333333333333
"4184","2012-06-15 00:00",87.6666666666667,16.5
"4185","2012-06-16 00:00",79.9166666666667,5.875
"4186","2012-06-17 00:00",70.5416666666667,7.54166666666667
"4187","2012-06-18 00:00",70.3333333333333,8.125
"4188","2012-06-19 00:00",76.9583333333333,10
"4189","2012-06-20 00:00",81.2083333333333,9.58333333333333
"4190","2012-06-21 00:00",85.125,10
"4191","2012-06-22 00:00",90.0833333333333,9.70833333333333
"4192","2012-06-23 00:00",91.0416666666667,12.75
"4193","2012-06-24 00:00",93.9583333333333,12.25
"4194","2012-06-25 00:00",81.2083333333333,9.75
"4195","2012-06-26 00:00",90.5416666666667,23.0416666666667
"4196","2012-06-27 00:00",81.75,18.0416666666667
"4197","2012-06-28 00:00",82.0833333333333,13.625
"4198","2012-06-29 00:00",76.75,11.5833333333333
"4199","2012-06-30 00:00",79.2083333333333,10.2916666666667
"4200","2012-07-01 00:00",72.125,10.0833333333333
"4201","2012-07-02 00:00",72.9166666666667,5.75
"4202","2012-07-03 00:00",75.2083333333333,5.91666666666667
"4203","2012-07-04 00:00",73.5416666666667,7.83333333333333
"4204","2012-07-05 00:00",89.7916666666667,13.1666666666667
"4205","2012-07-06 00:00",83.9166666666667,9.70833333333333
"4206","2012-07-07 00:00",91.4166666666667,7.08333333333333
"4207","2012-07-08 00:00",72.25,10.1666666666667
"4208","2012-07-09 00:00",65.2916666666667,11.375
"4209","2012-07-10 00:00",62.4583333333333,10.7083333333333
"4210","2012-07-11 00:00",62.6666666666667,7.66666666666667
"4211","2012-07-12 00:00",56.5833333333333,14.4583333333333
"4212","2012-07-13 00:00",71.125,8.29166666666667
"4213","2012-07-14 00:00",83.6666666666667,10
"4214","2012-07-15 00:00",71.2083333333333,9.29166666666667
"4215","2012-07-16 00:00",84.375,12.7083333333333
"4216","2012-07-17 00:00",73.5,6.375
"4217","2012-07-18 00:00",83.1666666666667,13.4166666666667
"4218","2012-07-19 00:00",75.0416666666667,8.75
"4219","2012-07-20 00:00",77.5833333333333,8.95833333333333
"4220","2012-07-21 00:00",72.5416666666667,5.16666666666667
"4221","2012-07-22 00:00",71.4166666666667,11.2083333333333
"4222","2012-07-23 00:00",67.7916666666667,14.375
"4223","2012-07-24 00:00",88.5833333333333,14.7916666666667
"4224","2012-07-25 00:00",80.8695652173913,10.304347826087
"4225","2012-07-26 00:00",70.5833333333333,8.29166666666667
"4226","2012-07-27 00:00",78.6666666666667,6.625
"4227","2012-07-28 00:00",73.625,5.79166666666667
"4228","2012-07-29 00:00",77.75,4.16666666666667
"4229","2012-07-30 00:00",72.9583333333333,4.79166666666667
"4230","2012-07-31 00:00",73.4583333333333,10.25
"4231","2012-08-01 00:00",85.7083333333333,11.375
"4232","2012-08-02 00:00",90.5,8.79166666666667
"4233","2012-08-03 00:00",84.2916666666667,11.625
"4234","2012-08-04 00:00",75.7916666666667,6.5
"4235","2012-08-05 00:00",76.2916666666667,10.375
"4236","2012-08-06 00:00",78.8333333333333,14.25
"4237","2012-08-07 00:00",73.25,4.58333333333333
"4238","2012-08-08 00:00",70.8333333333333,8.08333333333333
"4239","2012-08-09 00:00",72.6666666666667,5.125
"4240","2012-08-10 00:00",80,5.54166666666667
"4241","2012-08-11 00:00",90.2916666666667,8.66666666666667
"4242","2012-08-12 00:00",92.125,8.5
"4243","2012-08-13 00:00",85.7916666666667,10.3333333333333
"4244","2012-08-14 00:00",79.5833333333333,6.45833333333333
"4245","2012-08-15 00:00",78.875,7.29166666666667
"4246","2012-08-16 00:00",84.3333333333333,10.875
"4247","2012-08-17 00:00",87.9166666666667,8.83333333333333
"4248","2012-08-18 00:00",84.375,6.54166666666667
"4249","2012-08-19 00:00",87,3.66666666666667
"4250","2012-08-20 00:00",86.5,6.79166666666667
"4251","2012-08-21 00:00",83.2916666666667,4.75
"4252","2012-08-22 00:00",69.2916666666667,6.875
"4253","2012-08-23 00:00",70.1666666666667,10.7083333333333
"4254","2012-08-24 00:00",78.6666666666667,9.20833333333333
"4255","2012-08-25 00:00",72.2916666666667,5.33333333333333
"4256","2012-08-26 00:00",65.9583333333333,11.7083333333333
"4257","2012-08-27 00:00",74.6666666666667,10.4166666666667
"4258","2012-08-28 00:00",85.4583333333333,10.4583333333333
"4259","2012-08-29 00:00",64.9583333333333,13.75
"4260","2012-08-30 00:00",71.375,12.6666666666667
"4261","2012-08-31 00:00",69.2083333333333,13.2916666666667
"4262","2012-09-01 00:00",66.4583333333333,15.1666666666667
"4263","2012-09-02 00:00",73.2916666666667,5.58333333333333
"4264","2012-09-03 00:00",78.7916666666667,6.58333333333333
"4265","2012-09-04 00:00",80.9166666666667,8.16666666666667
"4266","2012-09-05 00:00",91.2916666666667,13.9583333333333
"4267","2012-09-06 00:00",93.3333333333333,10.375
"4268","2012-09-07 00:00",87.5833333333333,7.54166666666667
"4269","2012-09-08 00:00",86.125,12.0416666666667
"4270","2012-09-09 00:00",91.7916666666667,14.3333333333333
"4271","2012-09-10 00:00",92.375,11.375
"4272","2012-09-11 00:00",70.1666666666667,13.5416666666667
"4273","2012-09-12 00:00",76.7083333333333,5.83333333333333
"4274","2012-09-13 00:00",73.5833333333333,11.8333333333333
"4275","2012-09-14 00:00",84.8333333333333,8.41666666666667
"4276","2012-09-15 00:00",80.9583333333333,13.5833333333333
"4277","2012-09-16 00:00",70.75,13.4583333333333
"4278","2012-09-17 00:00",67.7916666666667,12.0833333333333
"4279","2012-09-18 00:00",78.0416666666667,11.3333333333333
"4280","2012-09-19 00:00",83.75,19.3333333333333
"4281","2012-09-20 00:00",84.25,8.79166666666667
"4282","2012-09-21 00:00",95.5,6.08333333333333
"4283","2012-09-22 00:00",93.875,13
"4284","2012-09-23 00:00",89.875,11.625
"4285","2012-09-24 00:00",76.5833333333333,4.70833333333333
"4286","2012-09-25 00:00",73.5,10.2083333333333
"4287","2012-09-26 00:00",81.2916666666667,13.75
"4288","2012-09-27 00:00",76.125,11.0833333333333
"4289","2012-09-28 00:00",79.5416666666667,5.29166666666667
"4290","2012-09-29 00:00",90.7083333333333,14.6666666666667
"4291","2012-09-30 00:00",93.2083333333333,19.4166666666667
"4292","2012-10-01 00:00",87,12
"4293","2012-10-02 00:00",84.0833333333333,12.5
"4294","2012-10-03 00:00",77.9583333333333,9.125
"4295","2012-10-04 00:00",88.2083333333333,5.375
"4296","2012-10-05 00:00",86.3333333333333,4.45833333333333
"4297","2012-10-06 00:00",84.7083333333333,16.0833333333333
"4298","2012-10-07 00:00",83.0833333333333,10.7916666666667
"4299","2012-10-08 00:00",83.875,6.70833333333333
"4300","2012-10-09 00:00",84.9583333333333,3.70833333333333
"4301","2012-10-10 00:00",88.125,13.75
"4302","2012-10-11 00:00",71.2083333333333,28.5416666666667
"4303","2012-10-12 00:00",80.4583333333333,10.875
"4304","2012-10-13 00:00",65.6666666666667,16.1666666666667
"4305","2012-10-14 00:00",83.25,7.58333333333333
"4306","2012-10-15 00:00",92.4166666666667,11.5
"4307","2012-10-16 00:00",90.75,18.375
"4308","2012-10-17 00:00",75.1666666666667,14.7916666666667
"4309","2012-10-18 00:00",79.9583333333333,6.54166666666667
"4310","2012-10-19 00:00",79.5416666666667,7.875
"4311","2012-10-20 00:00",87.8333333333333,22.0416666666667
"4312","2012-10-21 00:00",89.6666666666667,10.4166666666667
"4313","2012-10-22 00:00",73.25,15.3333333333333
"4314","2012-10-23 00:00",69.9166666666667,13.75
"4315","2012-10-24 00:00",73.2916666666667,12.875
"4316","2012-10-25 00:00",80.8333333333333,8.04166666666667
"4317","2012-10-26 00:00",82.2083333333333,6
"4318","2012-10-27 00:00",91.7083333333333,9.29166666666667
"4319","2012-10-28 00:00",95.9166666666667,14
"4320","2012-10-29 00:00",84.0416666666667,20.2083333333333
"4321","2012-10-30 00:00",84.2083333333333,30.125
"4322","2012-10-31 00:00",89,26
"4323","2012-11-01 00:00",89.3333333333333,8.70833333333333
"4324","2012-11-02 00:00",89.25,8
"4325","2012-11-03 00:00",89.8333333333333,7.58333333333333
"4326","2012-11-04 00:00",91.25,9.75
"4327","2012-11-05 00:00",86.7916666666667,9.45833333333333
"4328","2012-11-06 00:00",60.2916666666667,13.5833333333333
"4329","2012-11-07 00:00",76.7083333333333,9.45833333333333
"4330","2012-11-08 00:00",94.875,18.375
"4331","2012-11-09 00:00",93.4583333333333,13.75
"4332","2012-11-10 00:00",62.8333333333333,20.9583333333333
"4333","2012-11-11 00:00",67.9166666666667,10.125
"4334","2012-11-12 00:00",77.8333333333333,12.5833333333333
"4335","2012-11-13 00:00",82.7083333333333,17.25
"4336","2012-11-14 00:00",85.4583333333333,10.4583333333333
"4337","2012-11-15 00:00",78.9583333333333,13.0833333333333
"4338","2012-11-16 00:00",84.0833333333333,8.08333333333333
"4339","2012-11-17 00:00",81.1666666666667,8.625
"4340","2012-11-18 00:00",85.9583333333333,4.20833333333333
"4341","2012-11-19 00:00",86.0416666666667,5.875
"4342","2012-11-20 00:00",88.625,3.66666666666667
"4343","2012-11-21 00:00",88.5833333333333,3.70833333333333
"4344","2012-11-22 00:00",86.625,7.75
"4345","2012-11-23 00:00",85.5,12.5
"4346","2012-11-24 00:00",96.5416666666667,6.54166666666667
"4347","2012-11-25 00:00",74.3333333333333,23.5833333333333
"4348","2012-11-26 00:00",62.6666666666667,20.8333333333333
"4349","2012-11-27 00:00",73,9.79166666666667
"4350","2012-11-28 00:00",85.0833333333333,5
"4351","2012-11-29 00:00",74.5833333333333,12.75
"4352","2012-11-30 00:00",64.8333333333333,20.7916666666667
"4353","2012-12-01 00:00",79.125,9.625
"4354","2012-12-02 00:00",74.75,15.5416666666667
"4355","2012-12-03 00:00",94.9166666666667,13.5
"4356","2012-12-04 00:00",93.375,7.41666666666667
"4357","2012-12-05 00:00",91.75,17.375
"4358","2012-12-06 00:00",77.125,15.75
"4359","2012-12-07 00:00",85.5833333333333,7.45833333333333
"4360","2012-12-08 00:00",96.2083333333333,8.5
"4361","2012-12-09 00:00",81,15.6666666666667
"4362","2012-12-10 00:00",89.75,12.125
"4363","2012-12-11 00:00",89.0833333333333,14.25
"4364","2012-12-12 00:00",79.5833333333333,11.5
"4365","2012-12-13 00:00",85.625,6.5
"4366","2012-12-14 00:00",86.4166666666667,8.5
"4367","2012-12-15 00:00",82.6666666666667,18.875
"4368","2012-12-16 00:00",84.125,12.7083333333333
"4369","2012-12-17 00:00",95.1666666666667,7.54166666666667
"4370","2012-12-18 00:00",88.1666666666667,17.125
"4371","2012-12-19 00:00",85.3333333333333,20.375
"4372","2012-12-20 00:00",90.6666666666667,8.79166666666667
"4373","2012-12-21 00:00",88.75,11.625
"4374","2012-12-22 00:00",95.75,17.9166666666667
"4375","2012-12-23 00:00",91.0416666666667,17.125
"4376","2012-12-24 00:00",69.75,27.0416666666667
"4377","2012-12-25 00:00",81.2083333333333,13.7083333333333
"4378","2012-12-26 00:00",90.2916666666667,7.08333333333333
"4379","2012-12-27 00:00",92.3333333333333,13.2083333333333
"4380","2012-12-28 00:00",98.625,15.7916666666667
"4381","2012-12-29 00:00",92.4583333333333,12.4583333333333
"4382","2012-12-30 00:00",97.875,25.5833333333333
"4383","2012-12-31 00:00",83.1666666666667,26.0416666666667
"4384","2013-01-01 00:00",83.5,15.2083333333333
"4385","2013-01-02 00:00",77.8333333333333,21.6666666666667
"4386","2013-01-03 00:00",81.2083333333333,13.9583333333333
"4387","2013-01-04 00:00",86.5833333333333,10.2916666666667
"4388","2013-01-05 00:00",79.5,12.0416666666667
"4389","2013-01-06 00:00",84.0416666666667,6.54166666666667
"4390","2013-01-07 00:00",81.7083333333333,8.95833333333333
"4391","2013-01-08 00:00",82.4583333333333,12.5
"4392","2013-01-09 00:00",84.7916666666667,9.25
"4393","2013-01-10 00:00",88.8333333333333,17.375
"4394","2013-01-11 00:00",79.5416666666667,17.8333333333333
"4395","2013-01-12 00:00",89.5833333333333,4.20833333333333
"4396","2013-01-13 00:00",95.375,6.125
"4397","2013-01-14 00:00",96.7083333333333,13.625
"4398","2013-01-15 00:00",67.75,8.45833333333333
"4399","2013-01-16 00:00",87.7916666666667,8.33333333333333
"4400","2013-01-17 00:00",87.0833333333333,16.3333333333333
"4401","2013-01-18 00:00",70.0833333333333,13
"4402","2013-01-19 00:00",76.5416666666667,12.7083333333333
"4403","2013-01-20 00:00",87.3333333333333,18.0833333333333
"4404","2013-01-21 00:00",53.9166666666667,23.0833333333333
"4405","2013-01-22 00:00",68.6666666666667,7.91666666666667
"4406","2013-01-23 00:00",60.5652173913044,19.0869565217391
"4407","2013-01-24 00:00",61.75,18.9583333333333
"4408","2013-01-25 00:00",65.25,18.8333333333333
"4409","2013-01-26 00:00",75.4583333333333,8
"4410","2013-01-27 00:00",74,11.75
"4411","2013-01-28 00:00",62.9166666666667,13.2083333333333
"4412","2013-01-29 00:00",83.1666666666667,5.625
"4413","2013-01-30 00:00",92.125,16.9166666666667
"4414","2013-01-31 00:00",90.75,21.875
"4415","2013-02-01 00:00",52.6666666666667,23.7916666666667
"4416","2013-02-02 00:00",63.8333333333333,12.625
"4417","2013-02-03 00:00",86.0833333333333,12.75
"4418","2013-02-04 00:00",90.8333333333333,21.125
"4419","2013-02-05 00:00",60.125,21.6666666666667
"4420","2013-02-06 00:00",71.4166666666667,6.08333333333333
"4421","2013-02-07 00:00",60.5833333333333,20.7916666666667
"4422","2013-02-08 00:00",71.9583333333333,6.33333333333333
"4423","2013-02-09 00:00",90.3333333333333,30.2916666666667
"4424","2013-02-10 00:00",85.5,26.6666666666667
"4425","2013-02-11 00:00",71.3333333333333,8.41666666666667
"4426","2013-02-12 00:00",97.9583333333333,17.9166666666667
"4427","2013-02-13 00:00",96.7916666666667,8.54166666666667
"4428","2013-02-14 00:00",91.0833333333333,4.75
"4429","2013-02-15 00:00",80.2916666666667,6.33333333333333
"4430","2013-02-16 00:00",80.8333333333333,12.6666666666667
"4431","2013-02-17 00:00",97.4166666666667,14.5416666666667
"4432","2013-02-18 00:00",89.4583333333333,28.75
"4433","2013-02-19 00:00",79.2916666666667,15.6666666666667
"4434","2013-02-20 00:00",89.3333333333333,20.0833333333333
"4435","2013-02-21 00:00",98,12.0833333333333
"4436","2013-02-22 00:00",85,22.6666666666667
"4437","2013-02-23 00:00",75.625,6.5
"4438","2013-02-24 00:00",85.25,6.83333333333333
"4439","2013-02-25 00:00",83.4583333333333,11.25
"4440","2013-02-26 00:00",84.1666666666667,3.58333333333333
"4441","2013-02-27 00:00",77.75,3.625
"4442","2013-02-28 00:00",79.4583333333333,9.58333333333333
"4443","2013-03-01 00:00",92.375,17.6666666666667
"4444","2013-03-02 00:00",99.5,11.875
"4445","2013-03-03 00:00",99.75,5.5
"4446","2013-03-04 00:00",96.1666666666667,8.79166666666667
"4447","2013-03-05 00:00",93.6666666666667,15.5833333333333
"4448","2013-03-06 00:00",78.8333333333333,15.8333333333333
"4449","2013-03-07 00:00",78.1666666666667,15.5416666666667
"4450","2013-03-08 00:00",84.0416666666667,18.9583333333333
"4451","2013-03-09 00:00",83.5416666666667,14.3333333333333
"4452","2013-03-10 00:00",83.8333333333333,6.875
"4453","2013-03-11 00:00",85.0833333333333,12.4166666666667
"4454","2013-03-12 00:00",89.8333333333333,15.7083333333333
"4455","2013-03-13 00:00",87.7083333333333,27.7916666666667
"4456","2013-03-14 00:00",82.8333333333333,14.1666666666667
"4457","2013-03-15 00:00",85.7916666666667,9.83333333333333
"4458","2013-03-16 00:00",76.2916666666667,9.79166666666667
"4459","2013-03-17 00:00",70.25,12.3333333333333
"4460","2013-03-18 00:00",55.25,20.75
"4461","2013-03-19 00:00",74.0833333333333,10.7083333333333
"4462","2013-03-20 00:00",86.75,23.2083333333333
"4463","2013-03-21 00:00",72.9583333333333,13.0416666666667
"4464","2013-03-22 00:00",88.9166666666667,18.5416666666667
"4465","2013-03-23 00:00",79.625,12.0416666666667
"4466","2013-03-24 00:00",85.7916666666667,6.70833333333333
"4467","2013-03-25 00:00",92.6666666666667,14.7083333333333
"4468","2013-03-26 00:00",96.3333333333333,15.7916666666667
"4469","2013-03-27 00:00",94.3333333333333,15.8333333333333
"4470","2013-03-28 00:00",84.0833333333333,7.79166666666667
"4471","2013-03-29 00:00",79.4583333333333,9.95833333333333
"4472","2013-03-30 00:00",75.9583333333333,6.04166666666667
"4473","2013-03-31 00:00",63.4166666666667,6.375
"4474","2013-04-01 00:00",86.5833333333333,19.7916666666667
"4475","2013-04-02 00:00",73.5,16.7916666666667
"4476","2013-04-03 00:00",60.3333333333333,19.2083333333333
"4477","2013-04-04 00:00",55.0833333333333,17.2916666666667
"4478","2013-04-05 00:00",72.9583333333333,13.125
"4479","2013-04-06 00:00",71.9583333333333,16.9166666666667
"4480","2013-04-07 00:00",52.375,10.5416666666667
"4481","2013-04-08 00:00",84.25,11.8333333333333
"4482","2013-04-09 00:00",93.125,5.45833333333333
"4483","2013-04-10 00:00",92.5416666666667,6.625
"4484","2013-04-11 00:00",62.375,12.2083333333333
"4485","2013-04-12 00:00",74.0833333333333,10.1666666666667
"4486","2013-04-13 00:00",96.375,12.7916666666667
"4487","2013-04-14 00:00",95.5416666666667,7.20833333333333
"4488","2013-04-15 00:00",77.375,7.58333333333333
"4489","2013-04-16 00:00",74.75,13.75
"4490","2013-04-17 00:00",65.125,21.125
"4491","2013-04-18 00:00",58.5416666666667,9.83333333333333
"4492","2013-04-19 00:00",79.4583333333333,18.6666666666667
"4493","2013-04-20 00:00",90.2916666666667,18.7916666666667
"4494","2013-04-21 00:00",68.4166666666667,11.5416666666667
"4495","2013-04-22 00:00",66.0833333333333,6
"4496","2013-04-23 00:00",63.125,14.5833333333333
"4497","2013-04-24 00:00",93.4166666666667,24.1666666666667
"4498","2013-04-25 00:00",88.75,17.0833333333333
"4499","2013-04-26 00:00",77.1666666666667,17.0833333333333
"4500","2013-04-27 00:00",87.2083333333333,14.4166666666667
"4501","2013-04-28 00:00",70.2916666666667,8.91666666666667
"4502","2013-04-29 00:00",85.5416666666667,8.70833333333333
"4503","2013-04-30 00:00",87.5,4.375
"4504","2013-05-01 00:00",79.4583333333333,8.5
"4505","2013-05-02 00:00",84.0416666666667,14.75
"4506","2013-05-03 00:00",80.125,13.0833333333333
"4507","2013-05-04 00:00",74.75,5.375
"4508","2013-05-05 00:00",60.6666666666667,10.25
"4509","2013-05-06 00:00",61.9583333333333,14.9166666666667
"4510","2013-05-07 00:00",70.4583333333333,18.4166666666667
"4511","2013-05-08 00:00",69.7916666666667,7.83333333333333
"4512","2013-05-09 00:00",83.4166666666667,14.7083333333333
"4513","2013-05-10 00:00",87.1666666666667,11.375
"4514","2013-05-11 00:00",87.6666666666667,12.0416666666667
"4515","2013-05-12 00:00",93.9583333333333,17.625
"4516","2013-05-13 00:00",67.5833333333333,17.5416666666667
"4517","2013-05-14 00:00",83.875,10.9166666666667
"4518","2013-05-15 00:00",72.3333333333333,16.6666666666667
"4519","2013-05-16 00:00",82.3333333333333,12.5833333333333
"4520","2013-05-17 00:00",91.7916666666667,15.4166666666667
"4521","2013-05-18 00:00",86.0416666666667,20.375
"4522","2013-05-19 00:00",68.8333333333333,8.29166666666667
"4523","2013-05-20 00:00",77.4166666666667,10.4583333333333
"4524","2013-05-21 00:00",90.0833333333333,9.20833333333333
"4525","2013-05-22 00:00",85.7083333333333,8
"4526","2013-05-23 00:00",85.2916666666667,18.0833333333333
"4527","2013-05-24 00:00",86.1666666666667,17.9583333333333
"4528","2013-05-25 00:00",95.5,12.375
"4529","2013-05-26 00:00",77.9583333333333,17.8333333333333
"4530","2013-05-27 00:00",81.2083333333333,11.6666666666667
"4531","2013-05-28 00:00",72.0416666666667,9.79166666666667
"4532","2013-05-29 00:00",62.3333333333333,14.2916666666667
"4533","2013-05-30 00:00",91,12.125
"4534","2013-05-31 00:00",78.3333333333333,9
"4535","2013-06-01 00:00",78.9583333333333,9.83333333333333
"4536","2013-06-02 00:00",86.5833333333333,8
"4537","2013-06-03 00:00",90.2083333333333,17.0416666666667
"4538","2013-06-04 00:00",72.5833333333333,12.5833333333333
"4539","2013-06-05 00:00",61.4583333333333,10.7083333333333
"4540","2013-06-06 00:00",56.8333333333333,7.91666666666667
"4541","2013-06-07 00:00",67,9.45833333333333
"4542","2013-06-08 00:00",88.625,18.5
"4543","2013-06-09 00:00",87.7916666666667,10.5
"4544","2013-06-10 00:00",78.9166666666667,7.33333333333333
"4545","2013-06-11 00:00",76.75,7.375
"4546","2013-06-12 00:00",89.3333333333333,13.0833333333333
"4547","2013-06-13 00:00",84.25,15.4583333333333
"4548","2013-06-14 00:00",88.0416666666667,3.70833333333333
"4549","2013-06-15 00:00",73.5833333333333,7.58333333333333
"4550","2013-06-16 00:00",55.2916666666667,10.9166666666667
"4551","2013-06-17 00:00",81.3333333333333,8.25
"4552","2013-06-18 00:00",75.5416666666667,9.375
"4553","2013-06-19 00:00",76.6666666666667,6.04166666666667
"4554","2013-06-20 00:00",62.3333333333333,8.54166666666667
"4555","2013-06-21 00:00",75.6666666666667,10.1666666666667
"4556","2013-06-22 00:00",71.0833333333333,7.91666666666667
"4557","2013-06-23 00:00",77,8.95833333333333
"4558","2013-06-24 00:00",86.125,8
"4559","2013-06-25 00:00",79.5416666666667,5.20833333333333
"4560","2013-06-26 00:00",90.5833333333333,14.125
"4561","2013-06-27 00:00",90.5833333333333,8.66666666666667
"4562","2013-06-28 00:00",91.4583333333333,12.9166666666667
"4563","2013-06-29 00:00",90.625,16.7083333333333
"4564","2013-06-30 00:00",88.9166666666667,15.8333333333333
"4565","2013-07-01 00:00",88.1666666666667,10.4166666666667
"4566","2013-07-02 00:00",70.875,6.5
"4567","2013-07-03 00:00",82.2727272727273,7.125
"4568","2013-07-04 00:00",74.5833333333333,9.95833333333333
"4569","2013-07-05 00:00",69.3333333333333,8.95833333333333
"4570","2013-07-06 00:00",71.9166666666667,7.875
"4571","2013-07-07 00:00",75.2916666666667,8.875
"4572","2013-07-08 00:00",74.0416666666667,5.20833333333333
"4573","2013-07-09 00:00",70.2916666666667,6.04166666666667
"4574","2013-07-10 00:00",72.4166666666667,12
"4575","2013-07-11 00:00",89.3333333333333,12.1666666666667
"4576","2013-07-12 00:00",71.7916666666667,8.70833333333333
"4577","2013-07-13 00:00",69.875,5
"4578","2013-07-14 00:00",67.25,6.79166666666667
"4579","2013-07-15 00:00",65.2916666666667,9.25
"4580","2013-07-16 00:00",66.4166666666667,11.125
"4581","2013-07-17 00:00",69.7083333333333,11.375
"4582","2013-07-18 00:00",74.875,11.5416666666667
"4583","2013-07-19 00:00",85.5833333333333,14.1666666666667
"4584","2013-07-20 00:00",78.75,13.5
"4585","2013-07-21 00:00",66.375,10.5833333333333
"4586","2013-07-22 00:00",69.0416666666667,6.625
"4587","2013-07-23 00:00",79.2083333333333,14.3333333333333
"4588","2013-07-24 00:00",88.25,10.2083333333333
"4589","2013-07-25 00:00",83.75,7.20833333333333
"4590","2013-07-26 00:00",88.9166666666667,11.5
"4591","2013-07-27 00:00",88.0833333333333,14.75
"4592","2013-07-28 00:00",89.375,7.04166666666667
"4593","2013-07-29 00:00",90.0416666666667,12.6666666666667
"4594","2013-07-30 00:00",88.4583333333333,6.20833333333333
"4595","2013-07-31 00:00",78.0416666666667,7.875
"4596","2013-08-01 00:00",76.6666666666667,6.16666666666667
"4597","2013-08-02 00:00",84.6666666666667,7.08333333333333
"4598","2013-08-03 00:00",84.0416666666667,9.16666666666667
"4599","2013-08-04 00:00",80.75,7.16666666666667
"4600","2013-08-05 00:00",87.5,5.20833333333333
"4601","2013-08-06 00:00",76.25,10.7916666666667
"4602","2013-08-07 00:00",70.8695652173913,4.91304347826087
"4603","2013-08-08 00:00",65.8823529411765,8.41176470588235
"4604","2013-08-09 00:00",88.7916666666667,10.5833333333333
"4605","2013-08-10 00:00",79.5833333333333,16.5
"4606","2013-08-11 00:00",62.3333333333333,15.375
"4607","2013-08-12 00:00",73.6666666666667,8.66666666666667
"4608","2013-08-13 00:00",78.8333333333333,7.95833333333333
"4609","2013-08-14 00:00",87.5416666666667,7.58333333333333
"4610","2013-08-15 00:00",70.4166666666667,16.0833333333333
"4611","2013-08-16 00:00",75.5833333333333,7.125
"4612","2013-08-17 00:00",78.4166666666667,6.625
"4613","2013-08-18 00:00",72.25,9.54166666666667
"4614","2013-08-19 00:00",77.5,7.79166666666667
"4615","2013-08-20 00:00",84.7083333333333,7.41666666666667
"4616","2013-08-21 00:00",74.75,12.4166666666667
"4617","2013-08-22 00:00",71.7083333333333,15
"4618","2013-08-23 00:00",81.6666666666667,10.75
"4619","2013-08-24 00:00",74.5833333333333,7.66666666666667
"4620","2013-08-25 00:00",71.1666666666667,6.08333333333333
"4621","2013-08-26 00:00",82.0833333333333,9.75
